year,county,sex,race,deaths
2013,Kiowa,Male,Black or African American,0.0
2013,Kiowa,Male,American Indian or Alaska Native,0.0
2013,Kiowa,Male,Asian,0.0
2013,Kiowa,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Kiowa,Male,Other,0.0
2013,Kiowa,Male,Unknown,0.0
2013,Kiowa,Male,More than one race,0.0
2013,Latimer,Male,White,0.0
2013,Latimer,Male,Black or African American,0.0
2013,Latimer,Male,American Indian or Alaska Native,0.0
2013,Latimer,Male,Asian,0.0
2013,Latimer,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Latimer,Male,Other,0.0
2013,Latimer,Male,Unknown,0.0
2013,Latimer,Male,More than one race,0.0
2013,Le Flore,Male,White,21.0
2013,Le Flore,Male,Black or African American,0.0
2013,Le Flore,Male,American Indian or Alaska Native,0.0
2013,Le Flore,Male,Asian,0.0
2013,Le Flore,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Le Flore,Male,Other,0.0
2013,Le Flore,Male,Unknown,0.0
2013,Le Flore,Male,More than one race,0.0
2013,Lincoln,Male,White,24.0
2013,Lincoln,Male,Black or African American,0.0
2013,Lincoln,Male,American Indian or Alaska Native,5.0
2013,Lincoln,Male,Asian,0.0
2013,Lincoln,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Lincoln,Male,Other,0.0
2013,Lincoln,Male,Unknown,0.0
2013,Lincoln,Male,More than one race,0.0
2013,Logan,Male,White,12.0
2013,Logan,Male,Black or African American,0.0
2013,Logan,Male,American Indian or Alaska Native,0.0
2013,Logan,Male,Asian,0.0
2013,Logan,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Logan,Male,Other,0.0
2013,Logan,Male,Unknown,0.0
2013,Logan,Male,More than one race,0.0
2013,Love,Male,White,0.0
2013,Love,Male,Black or African American,0.0
2013,Love,Male,American Indian or Alaska Native,0.0
2013,Love,Male,Asian,0.0
2013,Love,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Love,Male,Other,0.0
2013,Love,Male,Unknown,0.0
2013,Love,Male,More than one race,0.0
2013,McClain,Male,White,14.0
2013,McClain,Male,Black or African American,0.0
2013,McClain,Male,American Indian or Alaska Native,0.0
2013,McClain,Male,Asian,0.0
2013,McClain,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,McClain,Male,Other,0.0
2013,McClain,Male,Unknown,0.0
2013,McClain,Male,More than one race,0.0
2013,McCurtain,Male,White,17.0
2013,McCurtain,Male,Black or African American,0.0
2013,McCurtain,Male,American Indian or Alaska Native,6.0
2013,McCurtain,Male,Asian,0.0
2013,McCurtain,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,McCurtain,Male,Other,0.0
2013,McCurtain,Male,Unknown,0.0
2013,McCurtain,Male,More than one race,0.0
2013,McIntosh,Male,White,13.0
2013,McIntosh,Male,Black or African American,0.0
2013,McIntosh,Male,American Indian or Alaska Native,9.0
2013,McIntosh,Male,Asian,0.0
2013,McIntosh,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,McIntosh,Male,Other,0.0
2013,McIntosh,Male,Unknown,0.0
2013,McIntosh,Male,More than one race,0.0
2013,Major,Male,White,0.0
2013,Major,Male,Black or African American,0.0
2013,Major,Male,American Indian or Alaska Native,0.0
2013,Major,Male,Asian,0.0
2013,Major,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Major,Male,Other,0.0
2013,Major,Male,Unknown,0.0
2013,Major,Male,More than one race,0.0
2013,Marshall,Male,White,13.0
2013,Marshall,Male,Black or African American,0.0
2013,Marshall,Male,American Indian or Alaska Native,0.0
2013,Marshall,Male,Asian,0.0
2013,Marshall,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Marshall,Male,Other,0.0
2013,Marshall,Male,Unknown,0.0
2013,Marshall,Male,More than one race,0.0
2013,Mayes,Male,White,17.0
2013,Mayes,Male,Black or African American,0.0
2013,Mayes,Male,American Indian or Alaska Native,6.0
2013,Mayes,Male,Asian,0.0
2013,Mayes,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Mayes,Male,Other,0.0
2013,Mayes,Male,Unknown,0.0
2013,Mayes,Male,More than one race,0.0
2013,Murray,Male,White,9.0
2013,Murray,Male,Black or African American,0.0
2013,Murray,Male,American Indian or Alaska Native,0.0
2013,Murray,Male,Asian,0.0
2013,Murray,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Murray,Male,Other,0.0
2013,Murray,Male,Unknown,0.0
2013,Murray,Male,More than one race,0.0
2013,Muskogee,Male,White,23.0
2013,Muskogee,Male,Black or African American,10.0
2013,Muskogee,Male,American Indian or Alaska Native,13.0
2013,Muskogee,Male,Asian,0.0
2013,Muskogee,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Muskogee,Male,Other,0.0
2013,Muskogee,Male,Unknown,0.0
2013,Muskogee,Male,More than one race,0.0
2013,Noble,Male,White,6.0
2013,Noble,Male,Black or African American,0.0
2013,Noble,Male,American Indian or Alaska Native,0.0
2013,Noble,Male,Asian,0.0
2013,Noble,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Noble,Male,Other,0.0
2013,Noble,Male,Unknown,0.0
2013,Noble,Male,More than one race,0.0
2013,Nowata,Male,White,0.0
2013,Nowata,Male,Black or African American,0.0
2013,Nowata,Male,American Indian or Alaska Native,0.0
2013,Nowata,Male,Asian,0.0
2013,Nowata,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Nowata,Male,Other,0.0
2013,Nowata,Male,Unknown,0.0
2013,Nowata,Male,More than one race,0.0
2013,Okfuskee,Male,White,0.0
2013,Okfuskee,Male,Black or African American,0.0
2013,Okfuskee,Male,American Indian or Alaska Native,5.0
2013,Okfuskee,Male,Asian,0.0
2013,Okfuskee,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Okfuskee,Male,Other,0.0
2013,Okfuskee,Male,Unknown,0.0
2013,Okfuskee,Male,More than one race,0.0
2013,Oklahoma,Male,White,299.0
2013,Oklahoma,Male,Black or African American,111.0
2013,Oklahoma,Male,American Indian or Alaska Native,16.0
2013,Oklahoma,Male,Asian,0.0
2013,Oklahoma,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Oklahoma,Male,Other,26.0
2013,Oklahoma,Male,Unknown,0.0
2013,Oklahoma,Male,More than one race,19.0
2013,Okmulgee,Male,White,22.0
2013,Okmulgee,Male,Black or African American,0.0
2013,Okmulgee,Male,American Indian or Alaska Native,0.0
2013,Okmulgee,Male,Asian,0.0
2013,Okmulgee,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Okmulgee,Male,Other,0.0
2013,Okmulgee,Male,Unknown,0.0
2013,Okmulgee,Male,More than one race,0.0
2013,Osage,Male,White,16.0
2013,Osage,Male,Black or African American,0.0
2013,Osage,Male,American Indian or Alaska Native,5.0
2013,Osage,Male,Asian,0.0
2013,Osage,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Osage,Male,Other,0.0
2013,Osage,Male,Unknown,0.0
2013,Osage,Male,More than one race,0.0
2013,Ottawa,Male,White,18.0
2013,Ottawa,Male,Black or African American,0.0
2013,Ottawa,Male,American Indian or Alaska Native,6.0
2013,Ottawa,Male,Asian,0.0
2013,Ottawa,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Ottawa,Male,Other,0.0
2013,Ottawa,Male,Unknown,0.0
2013,Ottawa,Male,More than one race,0.0
2013,Pawnee,Male,White,8.0
2013,Pawnee,Male,Black or African American,0.0
2013,Pawnee,Male,American Indian or Alaska Native,0.0
2013,Pawnee,Male,Asian,0.0
2013,Pawnee,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Pawnee,Male,Other,0.0
2013,Pawnee,Male,Unknown,0.0
2013,Pawnee,Male,More than one race,0.0
2013,Payne,Male,White,28.0
2013,Payne,Male,Black or African American,0.0
2013,Payne,Male,American Indian or Alaska Native,0.0
2013,Payne,Male,Asian,0.0
2013,Payne,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Payne,Male,Other,0.0
2013,Payne,Male,Unknown,0.0
2013,Payne,Male,More than one race,0.0
2013,Pittsburg,Male,White,31.0
2013,Pittsburg,Male,Black or African American,0.0
2013,Pittsburg,Male,American Indian or Alaska Native,0.0
2013,Pittsburg,Male,Asian,0.0
2013,Pittsburg,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Pittsburg,Male,Other,0.0
2013,Pittsburg,Male,Unknown,0.0
2013,Pittsburg,Male,More than one race,0.0
2013,Pontotoc,Male,White,12.0
2013,Pontotoc,Male,Black or African American,0.0
2013,Pontotoc,Male,American Indian or Alaska Native,0.0
2013,Pontotoc,Male,Asian,0.0
2013,Pontotoc,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Pontotoc,Male,Other,0.0
2013,Pontotoc,Male,Unknown,0.0
2013,Pontotoc,Male,More than one race,0.0
2013,Pottawatomie,Male,White,35.0
2013,Pottawatomie,Male,Black or African American,0.0
2013,Pottawatomie,Male,American Indian or Alaska Native,0.0
2013,Pottawatomie,Male,Asian,0.0
2013,Pottawatomie,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Pottawatomie,Male,Other,0.0
2013,Pottawatomie,Male,Unknown,0.0
2013,Pottawatomie,Male,More than one race,0.0
2013,Pushmataha,Male,White,5.0
2013,Pushmataha,Male,Black or African American,0.0
2013,Pushmataha,Male,American Indian or Alaska Native,0.0
2013,Pushmataha,Male,Asian,0.0
2013,Pushmataha,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Pushmataha,Male,Other,0.0
2013,Pushmataha,Male,Unknown,0.0
2013,Pushmataha,Male,More than one race,0.0
2013,Roger Mills,Male,White,0.0
2013,Roger Mills,Male,Black or African American,0.0
2013,Roger Mills,Male,American Indian or Alaska Native,0.0
2013,Roger Mills,Male,Asian,0.0
2013,Roger Mills,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Roger Mills,Male,Other,0.0
2013,Roger Mills,Male,Unknown,0.0
2013,Roger Mills,Male,More than one race,0.0
2013,Rogers,Male,White,29.0
2013,Rogers,Male,Black or African American,0.0
2013,Rogers,Male,American Indian or Alaska Native,0.0
2013,Rogers,Male,Asian,0.0
2013,Rogers,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Rogers,Male,Other,0.0
2013,Rogers,Male,Unknown,0.0
2013,Rogers,Male,More than one race,6.0
2013,Seminole,Male,White,13.0
2013,Seminole,Male,Black or African American,0.0
2013,Seminole,Male,American Indian or Alaska Native,9.0
2013,Seminole,Male,Asian,0.0
2013,Seminole,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Seminole,Male,Other,0.0
2013,Seminole,Male,Unknown,0.0
2013,Seminole,Male,More than one race,0.0
2013,Sequoyah,Male,White,24.0
2013,Sequoyah,Male,Black or African American,0.0
2013,Sequoyah,Male,American Indian or Alaska Native,0.0
2013,Sequoyah,Male,Asian,0.0
2013,Sequoyah,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Sequoyah,Male,Other,0.0
2013,Sequoyah,Male,Unknown,0.0
2013,Sequoyah,Male,More than one race,8.0
2013,Stephens,Male,White,20.0
2013,Stephens,Male,Black or African American,0.0
2013,Stephens,Male,American Indian or Alaska Native,0.0
2013,Stephens,Male,Asian,0.0
2013,Stephens,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Stephens,Male,Other,0.0
2013,Stephens,Male,Unknown,0.0
2013,Stephens,Male,More than one race,0.0
2013,Texas,Male,White,5.0
2013,Texas,Male,Black or African American,0.0
2013,Texas,Male,American Indian or Alaska Native,0.0
2013,Texas,Male,Asian,0.0
2013,Texas,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Texas,Male,Other,0.0
2013,Texas,Male,Unknown,0.0
2013,Texas,Male,More than one race,0.0
2013,Tillman,Male,White,0.0
2013,Tillman,Male,Black or African American,0.0
2013,Tillman,Male,American Indian or Alaska Native,0.0
2013,Tillman,Male,Asian,0.0
2013,Tillman,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Tillman,Male,Other,0.0
2013,Tillman,Male,Unknown,0.0
2013,Tillman,Male,More than one race,0.0
2013,Tulsa,Male,White,219.0
2013,Tulsa,Male,Black or African American,62.0
2013,Tulsa,Male,American Indian or Alaska Native,28.0
2013,Tulsa,Male,Asian,6.0
2013,Tulsa,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Tulsa,Male,Other,14.0
2013,Tulsa,Male,Unknown,0.0
2013,Tulsa,Male,More than one race,11.0
2013,Wagoner,Male,White,29.0
2013,Wagoner,Male,Black or African American,0.0
2013,Wagoner,Male,American Indian or Alaska Native,8.0
2013,Wagoner,Male,Asian,0.0
2013,Wagoner,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Wagoner,Male,Other,0.0
2013,Wagoner,Male,Unknown,0.0
2013,Wagoner,Male,More than one race,0.0
2013,Washington,Male,White,19.0
2013,Washington,Male,Black or African American,0.0
2013,Washington,Male,American Indian or Alaska Native,0.0
2013,Washington,Male,Asian,0.0
2013,Washington,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Washington,Male,Other,0.0
2013,Washington,Male,Unknown,0.0
2013,Washington,Male,More than one race,0.0
2013,Washita,Male,White,6.0
2013,Washita,Male,Black or African American,0.0
2013,Washita,Male,American Indian or Alaska Native,0.0
2013,Washita,Male,Asian,0.0
2013,Washita,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Washita,Male,Other,0.0
2013,Washita,Male,Unknown,0.0
2013,Washita,Male,More than one race,0.0
2013,Woods,Male,White,0.0
2013,Woods,Male,Black or African American,0.0
2013,Woods,Male,American Indian or Alaska Native,0.0
2013,Woods,Male,Asian,0.0
2013,Woods,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Woods,Male,Other,0.0
2013,Woods,Male,Unknown,0.0
2013,Woods,Male,More than one race,0.0
2013,Woodward,Male,White,14.0
2013,Woodward,Male,Black or African American,0.0
2013,Woodward,Male,American Indian or Alaska Native,0.0
2013,Woodward,Male,Asian,0.0
2013,Woodward,Male,Native Hawaiian or Other Pacific Islander,0.0
2013,Woodward,Male,Other,0.0
2013,Woodward,Male,Unknown,0.0
2013,Woodward,Male,More than one race,0.0
2014,UNKNOWN,Male,White,0.0
2014,UNKNOWN,Male,Black or African American,0.0
2014,UNKNOWN,Male,American Indian or Alaska Native,0.0
2014,UNKNOWN,Male,Asian,0.0
2014,UNKNOWN,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,UNKNOWN,Male,Other,0.0
2014,UNKNOWN,Male,Unknown,0.0
2014,UNKNOWN,Male,More than one race,0.0
2014,Adair,Male,White,0.0
2014,Adair,Male,Black or African American,0.0
2014,Adair,Male,American Indian or Alaska Native,11.0
2014,Adair,Male,Asian,0.0
2014,Adair,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Adair,Male,Other,0.0
2014,Adair,Male,Unknown,0.0
2014,Adair,Male,More than one race,0.0
2014,Alfalfa,Male,White,0.0
2014,Alfalfa,Male,Black or African American,0.0
2014,Alfalfa,Male,American Indian or Alaska Native,0.0
2014,Alfalfa,Male,Asian,0.0
2014,Alfalfa,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Alfalfa,Male,Other,0.0
2014,Alfalfa,Male,Unknown,0.0
2014,Alfalfa,Male,More than one race,0.0
2014,Atoka,Male,White,6.0
2014,Atoka,Male,Black or African American,0.0
2014,Atoka,Male,American Indian or Alaska Native,0.0
2014,Atoka,Male,Asian,0.0
2014,Atoka,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Atoka,Male,Other,0.0
2014,Atoka,Male,Unknown,0.0
2014,Atoka,Male,More than one race,0.0
2014,Beaver,Male,White,0.0
2014,Beaver,Male,Black or African American,0.0
2014,Beaver,Male,American Indian or Alaska Native,0.0
2014,Beaver,Male,Asian,0.0
2014,Beaver,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Beaver,Male,Other,0.0
2014,Beaver,Male,Unknown,0.0
2014,Beaver,Male,More than one race,0.0
2014,Beckham,Male,White,14.0
2014,Beckham,Male,Black or African American,0.0
2014,Beckham,Male,American Indian or Alaska Native,0.0
2014,Beckham,Male,Asian,0.0
2014,Beckham,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Beckham,Male,Other,0.0
2014,Beckham,Male,Unknown,0.0
2014,Beckham,Male,More than one race,0.0
2014,Blaine,Male,White,0.0
2014,Blaine,Male,Black or African American,0.0
2014,Blaine,Male,American Indian or Alaska Native,0.0
2014,Blaine,Male,Asian,0.0
2014,Blaine,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Blaine,Male,Other,0.0
2014,Blaine,Male,Unknown,0.0
2014,Blaine,Male,More than one race,0.0
2014,Bryan,Male,White,24.0
2014,Bryan,Male,Black or African American,0.0
2014,Bryan,Male,American Indian or Alaska Native,7.0
2014,Bryan,Male,Asian,0.0
2014,Bryan,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Bryan,Male,Other,0.0
2014,Bryan,Male,Unknown,0.0
2014,Bryan,Male,More than one race,0.0
2014,Caddo,Male,White,14.0
2014,Caddo,Male,Black or African American,0.0
2014,Caddo,Male,American Indian or Alaska Native,8.0
2014,Caddo,Male,Asian,0.0
2014,Caddo,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Caddo,Male,Other,0.0
2014,Caddo,Male,Unknown,0.0
2014,Caddo,Male,More than one race,0.0
2014,Canadian,Male,White,47.0
2014,Canadian,Male,Black or African American,0.0
2014,Canadian,Male,American Indian or Alaska Native,0.0
2014,Canadian,Male,Asian,0.0
2014,Canadian,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Canadian,Male,Other,0.0
2014,Canadian,Male,Unknown,0.0
2014,Canadian,Male,More than one race,0.0
2014,Carter,Male,White,21.0
2014,Carter,Male,Black or African American,7.0
2014,Carter,Male,American Indian or Alaska Native,0.0
2014,Carter,Male,Asian,0.0
2014,Carter,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Carter,Male,Other,0.0
2014,Carter,Male,Unknown,0.0
2014,Carter,Male,More than one race,0.0
2014,Cherokee,Male,White,14.0
2014,Cherokee,Male,Black or African American,0.0
2014,Cherokee,Male,American Indian or Alaska Native,18.0
2014,Cherokee,Male,Asian,0.0
2014,Cherokee,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Cherokee,Male,Other,0.0
2014,Cherokee,Male,Unknown,0.0
2014,Cherokee,Male,More than one race,0.0
2014,Choctaw,Male,White,10.0
2014,Choctaw,Male,Black or African American,0.0
2014,Choctaw,Male,American Indian or Alaska Native,0.0
2014,Choctaw,Male,Asian,0.0
2014,Choctaw,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Choctaw,Male,Other,0.0
2014,Choctaw,Male,Unknown,0.0
2014,Choctaw,Male,More than one race,0.0
2014,Cimarron,Male,White,0.0
2014,Cimarron,Male,Black or African American,0.0
2014,Cimarron,Male,American Indian or Alaska Native,0.0
2014,Cimarron,Male,Asian,0.0
2014,Cimarron,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Cimarron,Male,Other,0.0
2014,Cimarron,Male,Unknown,0.0
2014,Cimarron,Male,More than one race,0.0
2014,Cleveland,Male,White,72.0
2014,Cleveland,Male,Black or African American,0.0
2014,Cleveland,Male,American Indian or Alaska Native,8.0
2014,Cleveland,Male,Asian,0.0
2014,Cleveland,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Cleveland,Male,Other,0.0
2014,Cleveland,Male,Unknown,0.0
2014,Cleveland,Male,More than one race,5.0
2014,Coal,Male,White,0.0
2014,Coal,Male,Black or African American,0.0
2014,Coal,Male,American Indian or Alaska Native,0.0
2014,Coal,Male,Asian,0.0
2014,Coal,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Coal,Male,Other,0.0
2014,Coal,Male,Unknown,0.0
2014,Coal,Male,More than one race,0.0
2014,Comanche,Male,White,41.0
2014,Comanche,Male,Black or African American,21.0
2014,Comanche,Male,American Indian or Alaska Native,5.0
2014,Comanche,Male,Asian,0.0
2014,Comanche,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Comanche,Male,Other,0.0
2014,Comanche,Male,Unknown,0.0
2014,Comanche,Male,More than one race,0.0
2014,Cotton,Male,White,5.0
2014,Cotton,Male,Black or African American,0.0
2014,Cotton,Male,American Indian or Alaska Native,0.0
2014,Cotton,Male,Asian,0.0
2014,Cotton,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Cotton,Male,Other,0.0
2014,Cotton,Male,Unknown,0.0
2014,Cotton,Male,More than one race,0.0
2014,Craig,Male,White,6.0
2014,Craig,Male,Black or African American,0.0
2014,Craig,Male,American Indian or Alaska Native,0.0
2014,Craig,Male,Asian,0.0
2014,Craig,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Craig,Male,Other,0.0
2014,Craig,Male,Unknown,0.0
2014,Craig,Male,More than one race,0.0
2014,Creek,Male,White,33.0
2014,Creek,Male,Black or African American,0.0
2014,Creek,Male,American Indian or Alaska Native,8.0
2014,Creek,Male,Asian,0.0
2014,Creek,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Creek,Male,Other,0.0
2014,Creek,Male,Unknown,0.0
2014,Creek,Male,More than one race,0.0
2014,Custer,Male,White,9.0
2014,Custer,Male,Black or African American,0.0
2014,Custer,Male,American Indian or Alaska Native,0.0
2014,Custer,Male,Asian,0.0
2014,Custer,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Custer,Male,Other,0.0
2014,Custer,Male,Unknown,0.0
2014,Custer,Male,More than one race,0.0
2014,Delaware,Male,White,14.0
2014,Delaware,Male,Black or African American,0.0
2014,Delaware,Male,American Indian or Alaska Native,12.0
2014,Delaware,Male,Asian,0.0
2014,Delaware,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Delaware,Male,Other,0.0
2014,Delaware,Male,Unknown,0.0
2014,Delaware,Male,More than one race,0.0
2014,Dewey,Male,White,0.0
2014,Dewey,Male,Black or African American,0.0
2014,Dewey,Male,American Indian or Alaska Native,0.0
2014,Dewey,Male,Asian,0.0
2014,Dewey,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Dewey,Male,Other,0.0
2014,Dewey,Male,Unknown,0.0
2014,Dewey,Male,More than one race,0.0
2014,Ellis,Male,White,7.0
2014,Ellis,Male,Black or African American,0.0
2014,Ellis,Male,American Indian or Alaska Native,0.0
2014,Ellis,Male,Asian,0.0
2014,Ellis,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Ellis,Male,Other,0.0
2014,Ellis,Male,Unknown,0.0
2014,Ellis,Male,More than one race,0.0
2014,Garfield,Male,White,23.0
2014,Garfield,Male,Black or African American,0.0
2014,Garfield,Male,American Indian or Alaska Native,0.0
2014,Garfield,Male,Asian,0.0
2014,Garfield,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Garfield,Male,Other,0.0
2014,Garfield,Male,Unknown,0.0
2014,Garfield,Male,More than one race,0.0
2014,Garvin,Male,White,20.0
2014,Garvin,Male,Black or African American,0.0
2014,Garvin,Male,American Indian or Alaska Native,0.0
2014,Garvin,Male,Asian,0.0
2014,Garvin,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Garvin,Male,Other,0.0
2014,Garvin,Male,Unknown,0.0
2014,Garvin,Male,More than one race,0.0
2014,Grady,Male,White,19.0
2014,Grady,Male,Black or African American,0.0
2014,Grady,Male,American Indian or Alaska Native,0.0
2014,Grady,Male,Asian,0.0
2014,Grady,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Grady,Male,Other,0.0
2014,Grady,Male,Unknown,0.0
2014,Grady,Male,More than one race,0.0
2014,Grant,Male,White,0.0
2014,Grant,Male,Black or African American,0.0
2014,Grant,Male,American Indian or Alaska Native,0.0
2014,Grant,Male,Asian,0.0
2014,Grant,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Grant,Male,Other,0.0
2014,Grant,Male,Unknown,0.0
2014,Grant,Male,More than one race,0.0
2014,Greer,Male,White,0.0
2014,Greer,Male,Black or African American,0.0
2014,Greer,Male,American Indian or Alaska Native,0.0
2014,Greer,Male,Asian,0.0
2014,Greer,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Greer,Male,Other,0.0
2014,Greer,Male,Unknown,0.0
2014,Greer,Male,More than one race,0.0
2014,Harmon,Male,White,0.0
2014,Harmon,Male,Black or African American,0.0
2014,Harmon,Male,American Indian or Alaska Native,0.0
2014,Harmon,Male,Asian,0.0
2014,Harmon,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Harmon,Male,Other,0.0
2014,Harmon,Male,Unknown,0.0
2014,Harmon,Male,More than one race,0.0
2014,Harper,Male,White,0.0
2014,Harper,Male,Black or African American,0.0
2014,Harper,Male,American Indian or Alaska Native,0.0
2014,Harper,Male,Asian,0.0
2014,Harper,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Harper,Male,Other,0.0
2014,Harper,Male,Unknown,0.0
2014,Harper,Male,More than one race,0.0
2014,Haskell,Male,White,7.0
2014,Haskell,Male,Black or African American,0.0
2014,Haskell,Male,American Indian or Alaska Native,0.0
2014,Haskell,Male,Asian,0.0
2014,Haskell,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Haskell,Male,Other,0.0
2014,Haskell,Male,Unknown,0.0
2014,Haskell,Male,More than one race,0.0
2014,Hughes,Male,White,7.0
2014,Hughes,Male,Black or African American,0.0
2014,Hughes,Male,American Indian or Alaska Native,0.0
2014,Hughes,Male,Asian,0.0
2014,Hughes,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Hughes,Male,Other,0.0
2014,Hughes,Male,Unknown,0.0
2014,Hughes,Male,More than one race,0.0
2014,Jackson,Male,White,9.0
2014,Jackson,Male,Black or African American,0.0
2014,Jackson,Male,American Indian or Alaska Native,0.0
2014,Jackson,Male,Asian,0.0
2014,Jackson,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Jackson,Male,Other,0.0
2014,Jackson,Male,Unknown,0.0
2014,Jackson,Male,More than one race,0.0
2014,Jefferson,Male,White,0.0
2014,Jefferson,Male,Black or African American,0.0
2014,Jefferson,Male,American Indian or Alaska Native,0.0
2014,Jefferson,Male,Asian,0.0
2014,Jefferson,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Jefferson,Male,Other,0.0
2014,Jefferson,Male,Unknown,0.0
2014,Jefferson,Male,More than one race,0.0
2014,Johnston,Male,White,8.0
2014,Johnston,Male,Black or African American,0.0
2014,Johnston,Male,American Indian or Alaska Native,0.0
2014,Johnston,Male,Asian,0.0
2014,Johnston,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Johnston,Male,Other,0.0
2014,Johnston,Male,Unknown,0.0
2014,Johnston,Male,More than one race,0.0
2014,Kay,Male,White,17.0
2014,Kay,Male,Black or African American,0.0
2014,Kay,Male,American Indian or Alaska Native,5.0
2014,Kay,Male,Asian,0.0
2014,Kay,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Kay,Male,Other,0.0
2014,Kay,Male,Unknown,0.0
2014,Kay,Male,More than one race,0.0
2014,Kingfisher,Male,White,0.0
2014,Kingfisher,Male,Black or African American,0.0
2014,Kingfisher,Male,American Indian or Alaska Native,0.0
2014,Kingfisher,Male,Asian,0.0
2014,Kingfisher,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Kingfisher,Male,Other,0.0
2014,Kingfisher,Male,Unknown,0.0
2014,Kingfisher,Male,More than one race,0.0
2014,Kiowa,Male,White,7.0
2014,Kiowa,Male,Black or African American,0.0
2014,Kiowa,Male,American Indian or Alaska Native,0.0
2014,Kiowa,Male,Asian,0.0
2014,Kiowa,Male,Native Hawaiian or Other Pacific Islander,0.0
2014,Kiowa,Male,Other,0.0
