year,county,sex,race,deaths
2021,Harmon,Male,More than one race,0.0
2021,Harper,Male,White,0.0
2021,Harper,Male,Black or African American,0.0
2021,Harper,Male,American Indian or Alaska Native,0.0
2021,Harper,Male,Asian,0.0
2021,Harper,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Harper,Male,Other,0.0
2021,Harper,Male,Unknown,0.0
2021,Harper,Male,More than one race,0.0
2021,Haskell,Male,White,14.0
2021,Haskell,Male,Black or African American,0.0
2021,Haskell,Male,American Indian or Alaska Native,0.0
2021,Haskell,Male,Asian,0.0
2021,Haskell,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Haskell,Male,Other,0.0
2021,Haskell,Male,Unknown,0.0
2021,Haskell,Male,More than one race,0.0
2021,Hughes,Male,White,12.0
2021,Hughes,Male,Black or African American,0.0
2021,Hughes,Male,American Indian or Alaska Native,0.0
2021,Hughes,Male,Asian,0.0
2021,Hughes,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Hughes,Male,Other,0.0
2021,Hughes,Male,Unknown,0.0
2021,Hughes,Male,More than one race,0.0
2021,Jackson,Male,White,15.0
2021,Jackson,Male,Black or African American,0.0
2021,Jackson,Male,American Indian or Alaska Native,0.0
2021,Jackson,Male,Asian,0.0
2021,Jackson,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Jackson,Male,Other,5.0
2021,Jackson,Male,Unknown,0.0
2021,Jackson,Male,More than one race,0.0
2021,Jefferson,Male,White,0.0
2021,Jefferson,Male,Black or African American,0.0
2021,Jefferson,Male,American Indian or Alaska Native,0.0
2021,Jefferson,Male,Asian,0.0
2021,Jefferson,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Jefferson,Male,Other,0.0
2021,Jefferson,Male,Unknown,0.0
2021,Jefferson,Male,More than one race,0.0
2021,Johnston,Male,White,5.0
2021,Johnston,Male,Black or African American,0.0
2021,Johnston,Male,American Indian or Alaska Native,0.0
2021,Johnston,Male,Asian,0.0
2021,Johnston,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Johnston,Male,Other,0.0
2021,Johnston,Male,Unknown,0.0
2021,Johnston,Male,More than one race,0.0
2021,Kay,Male,White,28.0
2021,Kay,Male,Black or African American,0.0
2021,Kay,Male,American Indian or Alaska Native,7.0
2021,Kay,Male,Asian,0.0
2021,Kay,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Kay,Male,Other,0.0
2021,Kay,Male,Unknown,0.0
2021,Kay,Male,More than one race,0.0
2021,Kingfisher,Male,White,8.0
2021,Kingfisher,Male,Black or African American,0.0
2021,Kingfisher,Male,American Indian or Alaska Native,0.0
2021,Kingfisher,Male,Asian,0.0
2021,Kingfisher,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Kingfisher,Male,Other,0.0
2021,Kingfisher,Male,Unknown,0.0
2021,Kingfisher,Male,More than one race,0.0
2021,Kiowa,Male,White,6.0
2021,Kiowa,Male,Black or African American,0.0
2021,Kiowa,Male,American Indian or Alaska Native,0.0
2021,Kiowa,Male,Asian,0.0
2021,Kiowa,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Kiowa,Male,Other,0.0
2021,Kiowa,Male,Unknown,0.0
2021,Kiowa,Male,More than one race,0.0
2021,Latimer,Male,White,0.0
2021,Latimer,Male,Black or African American,0.0
2021,Latimer,Male,American Indian or Alaska Native,0.0
2021,Latimer,Male,Asian,0.0
2021,Latimer,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Latimer,Male,Other,0.0
2021,Latimer,Male,Unknown,0.0
2021,Latimer,Male,More than one race,0.0
2021,Le Flore,Male,White,33.0
2021,Le Flore,Male,Black or African American,0.0
2021,Le Flore,Male,American Indian or Alaska Native,5.0
2021,Le Flore,Male,Asian,0.0
2021,Le Flore,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Le Flore,Male,Other,0.0
2021,Le Flore,Male,Unknown,0.0
2021,Le Flore,Male,More than one race,0.0
2021,Lincoln,Male,White,26.0
2021,Lincoln,Male,Black or African American,0.0
2021,Lincoln,Male,American Indian or Alaska Native,6.0
2021,Lincoln,Male,Asian,0.0
2021,Lincoln,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Lincoln,Male,Other,0.0
2021,Lincoln,Male,Unknown,0.0
2021,Lincoln,Male,More than one race,0.0
2021,Logan,Male,White,19.0
2021,Logan,Male,Black or African American,0.0
2021,Logan,Male,American Indian or Alaska Native,0.0
2021,Logan,Male,Asian,0.0
2021,Logan,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Logan,Male,Other,0.0
2021,Logan,Male,Unknown,0.0
2021,Logan,Male,More than one race,0.0
2021,Love,Male,White,6.0
2021,Love,Male,Black or African American,0.0
2021,Love,Male,American Indian or Alaska Native,0.0
2021,Love,Male,Asian,0.0
2021,Love,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Love,Male,Other,0.0
2021,Love,Male,Unknown,0.0
2021,Love,Male,More than one race,0.0
2021,McClain,Male,White,19.0
2021,McClain,Male,Black or African American,0.0
2021,McClain,Male,American Indian or Alaska Native,0.0
2021,McClain,Male,Asian,0.0
2021,McClain,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,McClain,Male,Other,0.0
2021,McClain,Male,Unknown,0.0
2021,McClain,Male,More than one race,0.0
2021,McCurtain,Male,White,23.0
2021,McCurtain,Male,Black or African American,0.0
2021,McCurtain,Male,American Indian or Alaska Native,14.0
2021,McCurtain,Male,Asian,0.0
2021,McCurtain,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,McCurtain,Male,Other,0.0
2021,McCurtain,Male,Unknown,0.0
2021,McCurtain,Male,More than one race,0.0
2021,McIntosh,Male,White,16.0
2021,McIntosh,Male,Black or African American,0.0
2021,McIntosh,Male,American Indian or Alaska Native,0.0
2021,McIntosh,Male,Asian,0.0
2021,McIntosh,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,McIntosh,Male,Other,0.0
2021,McIntosh,Male,Unknown,0.0
2021,McIntosh,Male,More than one race,0.0
2021,Major,Male,White,0.0
2021,Major,Male,Black or African American,0.0
2021,Major,Male,American Indian or Alaska Native,0.0
2021,Major,Male,Asian,0.0
2021,Major,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Major,Male,Other,0.0
2021,Major,Male,Unknown,0.0
2021,Major,Male,More than one race,0.0
2021,Marshall,Male,White,12.0
2021,Marshall,Male,Black or African American,0.0
2021,Marshall,Male,American Indian or Alaska Native,0.0
2021,Marshall,Male,Asian,0.0
2021,Marshall,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Marshall,Male,Other,0.0
2021,Marshall,Male,Unknown,0.0
2021,Marshall,Male,More than one race,0.0
2021,Mayes,Male,White,26.0
2021,Mayes,Male,Black or African American,0.0
2021,Mayes,Male,American Indian or Alaska Native,17.0
2021,Mayes,Male,Asian,0.0
2021,Mayes,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Mayes,Male,Other,0.0
2021,Mayes,Male,Unknown,0.0
2021,Mayes,Male,More than one race,0.0
2021,Murray,Male,White,10.0
2021,Murray,Male,Black or African American,0.0
2021,Murray,Male,American Indian or Alaska Native,5.0
2021,Murray,Male,Asian,0.0
2021,Murray,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Murray,Male,Other,0.0
2021,Murray,Male,Unknown,0.0
2021,Murray,Male,More than one race,0.0
2021,Muskogee,Male,White,32.0
2021,Muskogee,Male,Black or African American,16.0
2021,Muskogee,Male,American Indian or Alaska Native,18.0
2021,Muskogee,Male,Asian,0.0
2021,Muskogee,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Muskogee,Male,Other,0.0
2021,Muskogee,Male,Unknown,0.0
2021,Muskogee,Male,More than one race,0.0
2021,Noble,Male,White,0.0
2021,Noble,Male,Black or African American,0.0
2021,Noble,Male,American Indian or Alaska Native,0.0
2021,Noble,Male,Asian,0.0
2021,Noble,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Noble,Male,Other,0.0
2021,Noble,Male,Unknown,0.0
2021,Noble,Male,More than one race,0.0
2021,Nowata,Male,White,7.0
2021,Nowata,Male,Black or African American,0.0
2021,Nowata,Male,American Indian or Alaska Native,0.0
2021,Nowata,Male,Asian,0.0
2021,Nowata,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Nowata,Male,Other,0.0
2021,Nowata,Male,Unknown,0.0
2021,Nowata,Male,More than one race,0.0
2021,Okfuskee,Male,White,5.0
2021,Okfuskee,Male,Black or African American,0.0
2021,Okfuskee,Male,American Indian or Alaska Native,0.0
2021,Okfuskee,Male,Asian,0.0
2021,Okfuskee,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Okfuskee,Male,Other,0.0
2021,Okfuskee,Male,Unknown,0.0
2021,Okfuskee,Male,More than one race,0.0
2021,Oklahoma,Male,White,338.0
2021,Oklahoma,Male,Black or African American,182.0
2021,Oklahoma,Male,American Indian or Alaska Native,39.0
2021,Oklahoma,Male,Asian,5.0
2021,Oklahoma,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Oklahoma,Male,Other,79.0
2021,Oklahoma,Male,Unknown,0.0
2021,Oklahoma,Male,More than one race,25.0
2021,Okmulgee,Male,White,25.0
2021,Okmulgee,Male,Black or African American,6.0
2021,Okmulgee,Male,American Indian or Alaska Native,9.0
2021,Okmulgee,Male,Asian,0.0
2021,Okmulgee,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Okmulgee,Male,Other,0.0
2021,Okmulgee,Male,Unknown,0.0
2021,Okmulgee,Male,More than one race,0.0
2021,Osage,Male,White,19.0
2021,Osage,Male,Black or African American,0.0
2021,Osage,Male,American Indian or Alaska Native,7.0
2021,Osage,Male,Asian,0.0
2021,Osage,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Osage,Male,Other,0.0
2021,Osage,Male,Unknown,0.0
2021,Osage,Male,More than one race,0.0
2021,Ottawa,Male,White,18.0
2021,Ottawa,Male,Black or African American,0.0
2021,Ottawa,Male,American Indian or Alaska Native,5.0
2021,Ottawa,Male,Asian,0.0
2021,Ottawa,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Ottawa,Male,Other,0.0
2021,Ottawa,Male,Unknown,0.0
2021,Ottawa,Male,More than one race,0.0
2021,Pawnee,Male,White,10.0
2021,Pawnee,Male,Black or African American,0.0
2021,Pawnee,Male,American Indian or Alaska Native,0.0
2021,Pawnee,Male,Asian,0.0
2021,Pawnee,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Pawnee,Male,Other,0.0
2021,Pawnee,Male,Unknown,0.0
2021,Pawnee,Male,More than one race,0.0
2021,Payne,Male,White,39.0
2021,Payne,Male,Black or African American,0.0
2021,Payne,Male,American Indian or Alaska Native,0.0
2021,Payne,Male,Asian,0.0
2021,Payne,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Payne,Male,Other,0.0
2021,Payne,Male,Unknown,0.0
2021,Payne,Male,More than one race,0.0
2021,Pittsburg,Male,White,29.0
2021,Pittsburg,Male,Black or African American,0.0
2021,Pittsburg,Male,American Indian or Alaska Native,0.0
2021,Pittsburg,Male,Asian,0.0
2021,Pittsburg,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Pittsburg,Male,Other,0.0
2021,Pittsburg,Male,Unknown,0.0
2021,Pittsburg,Male,More than one race,8.0
2021,Pontotoc,Male,White,23.0
2021,Pontotoc,Male,Black or African American,0.0
2021,Pontotoc,Male,American Indian or Alaska Native,17.0
2021,Pontotoc,Male,Asian,0.0
2021,Pontotoc,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Pontotoc,Male,Other,0.0
2021,Pontotoc,Male,Unknown,0.0
2021,Pontotoc,Male,More than one race,0.0
2021,Pottawatomie,Male,White,48.0
2021,Pottawatomie,Male,Black or African American,5.0
2021,Pottawatomie,Male,American Indian or Alaska Native,12.0
2021,Pottawatomie,Male,Asian,0.0
2021,Pottawatomie,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Pottawatomie,Male,Other,0.0
2021,Pottawatomie,Male,Unknown,0.0
2021,Pottawatomie,Male,More than one race,0.0
2021,Pushmataha,Male,White,13.0
2021,Pushmataha,Male,Black or African American,0.0
2021,Pushmataha,Male,American Indian or Alaska Native,0.0
2021,Pushmataha,Male,Asian,0.0
2021,Pushmataha,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Pushmataha,Male,Other,0.0
2021,Pushmataha,Male,Unknown,0.0
2021,Pushmataha,Male,More than one race,0.0
2021,Roger Mills,Male,White,0.0
2021,Roger Mills,Male,Black or African American,0.0
2021,Roger Mills,Male,American Indian or Alaska Native,0.0
2021,Roger Mills,Male,Asian,0.0
2021,Roger Mills,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Roger Mills,Male,Other,0.0
2021,Roger Mills,Male,Unknown,0.0
2021,Roger Mills,Male,More than one race,0.0
2021,Rogers,Male,White,32.0
2021,Rogers,Male,Black or African American,0.0
2021,Rogers,Male,American Indian or Alaska Native,14.0
2021,Rogers,Male,Asian,0.0
2021,Rogers,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Rogers,Male,Other,0.0
2021,Rogers,Male,Unknown,0.0
2021,Rogers,Male,More than one race,0.0
2021,Seminole,Male,White,13.0
2021,Seminole,Male,Black or African American,0.0
2021,Seminole,Male,American Indian or Alaska Native,9.0
2021,Seminole,Male,Asian,0.0
2021,Seminole,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Seminole,Male,Other,0.0
2021,Seminole,Male,Unknown,0.0
2021,Seminole,Male,More than one race,0.0
2021,Sequoyah,Male,White,29.0
2021,Sequoyah,Male,Black or African American,0.0
2021,Sequoyah,Male,American Indian or Alaska Native,0.0
2021,Sequoyah,Male,Asian,0.0
2021,Sequoyah,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Sequoyah,Male,Other,0.0
2021,Sequoyah,Male,Unknown,0.0
2021,Sequoyah,Male,More than one race,14.0
2021,Stephens,Male,White,21.0
2021,Stephens,Male,Black or African American,0.0
2021,Stephens,Male,American Indian or Alaska Native,0.0
2021,Stephens,Male,Asian,0.0
2021,Stephens,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Stephens,Male,Other,0.0
2021,Stephens,Male,Unknown,0.0
2021,Stephens,Male,More than one race,0.0
2021,Texas,Male,White,5.0
2021,Texas,Male,Black or African American,0.0
2021,Texas,Male,American Indian or Alaska Native,0.0
2021,Texas,Male,Asian,0.0
2021,Texas,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Texas,Male,Other,0.0
2021,Texas,Male,Unknown,0.0
2021,Texas,Male,More than one race,0.0
2021,Tillman,Male,White,0.0
2021,Tillman,Male,Black or African American,0.0
2021,Tillman,Male,American Indian or Alaska Native,0.0
2021,Tillman,Male,Asian,0.0
2021,Tillman,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Tillman,Male,Other,0.0
2021,Tillman,Male,Unknown,0.0
2021,Tillman,Male,More than one race,0.0
2021,Tulsa,Male,White,311.0
2021,Tulsa,Male,Black or African American,104.0
2021,Tulsa,Male,American Indian or Alaska Native,61.0
2021,Tulsa,Male,Asian,11.0
2021,Tulsa,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Tulsa,Male,Other,45.0
2021,Tulsa,Male,Unknown,0.0
2021,Tulsa,Male,More than one race,34.0
2021,Wagoner,Male,White,42.0
2021,Wagoner,Male,Black or African American,0.0
2021,Wagoner,Male,American Indian or Alaska Native,8.0
2021,Wagoner,Male,Asian,0.0
2021,Wagoner,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Wagoner,Male,Other,0.0
2021,Wagoner,Male,Unknown,0.0
2021,Wagoner,Male,More than one race,0.0
2021,Washington,Male,White,28.0
2021,Washington,Male,Black or African American,0.0
2021,Washington,Male,American Indian or Alaska Native,8.0
2021,Washington,Male,Asian,0.0
2021,Washington,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Washington,Male,Other,0.0
2021,Washington,Male,Unknown,0.0
2021,Washington,Male,More than one race,0.0
2021,Washita,Male,White,7.0
2021,Washita,Male,Black or African American,0.0
2021,Washita,Male,American Indian or Alaska Native,0.0
2021,Washita,Male,Asian,0.0
2021,Washita,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Washita,Male,Other,0.0
2021,Washita,Male,Unknown,0.0
2021,Washita,Male,More than one race,0.0
2021,Woods,Male,White,0.0
2021,Woods,Male,Black or African American,0.0
2021,Woods,Male,American Indian or Alaska Native,0.0
2021,Woods,Male,Asian,0.0
2021,Woods,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Woods,Male,Other,0.0
2021,Woods,Male,Unknown,0.0
2021,Woods,Male,More than one race,0.0
2021,Woodward,Male,White,12.0
2021,Woodward,Male,Black or African American,0.0
2021,Woodward,Male,American Indian or Alaska Native,0.0
2021,Woodward,Male,Asian,0.0
2021,Woodward,Male,Native Hawaiian or Other Pacific Islander,0.0
2021,Woodward,Male,Other,0.0
2021,Woodward,Male,Unknown,0.0
2021,Woodward,Male,More than one race,0.0
2022,UNKNOWN,Male,White,0.0
2022,UNKNOWN,Male,Black or African American,0.0
2022,UNKNOWN,Male,American Indian or Alaska Native,0.0
2022,UNKNOWN,Male,Asian,0.0
2022,UNKNOWN,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,UNKNOWN,Male,Other,0.0
2022,UNKNOWN,Male,Unknown,0.0
2022,UNKNOWN,Male,More than one race,0.0
2022,Adair,Male,White,0.0
2022,Adair,Male,Black or African American,0.0
2022,Adair,Male,American Indian or Alaska Native,17.0
2022,Adair,Male,Asian,0.0
2022,Adair,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Adair,Male,Other,0.0
2022,Adair,Male,Unknown,0.0
2022,Adair,Male,More than one race,0.0
2022,Alfalfa,Male,White,0.0
2022,Alfalfa,Male,Black or African American,0.0
2022,Alfalfa,Male,American Indian or Alaska Native,0.0
2022,Alfalfa,Male,Asian,0.0
2022,Alfalfa,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Alfalfa,Male,Other,0.0
2022,Alfalfa,Male,Unknown,0.0
2022,Alfalfa,Male,More than one race,0.0
2022,Atoka,Male,White,5.0
2022,Atoka,Male,Black or African American,0.0
2022,Atoka,Male,American Indian or Alaska Native,0.0
2022,Atoka,Male,Asian,0.0
2022,Atoka,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Atoka,Male,Other,0.0
2022,Atoka,Male,Unknown,0.0
2022,Atoka,Male,More than one race,0.0
2022,Beaver,Male,White,0.0
2022,Beaver,Male,Black or African American,0.0
2022,Beaver,Male,American Indian or Alaska Native,0.0
2022,Beaver,Male,Asian,0.0
2022,Beaver,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Beaver,Male,Other,0.0
2022,Beaver,Male,Unknown,0.0
2022,Beaver,Male,More than one race,0.0
2022,Beckham,Male,White,16.0
2022,Beckham,Male,Black or African American,0.0
2022,Beckham,Male,American Indian or Alaska Native,0.0
2022,Beckham,Male,Asian,0.0
2022,Beckham,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Beckham,Male,Other,0.0
2022,Beckham,Male,Unknown,0.0
2022,Beckham,Male,More than one race,0.0
2022,Blaine,Male,White,6.0
2022,Blaine,Male,Black or African American,0.0
2022,Blaine,Male,American Indian or Alaska Native,0.0
2022,Blaine,Male,Asian,0.0
2022,Blaine,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Blaine,Male,Other,0.0
2022,Blaine,Male,Unknown,0.0
2022,Blaine,Male,More than one race,0.0
2022,Bryan,Male,White,22.0
2022,Bryan,Male,Black or African American,0.0
2022,Bryan,Male,American Indian or Alaska Native,5.0
2022,Bryan,Male,Asian,0.0
2022,Bryan,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Bryan,Male,Other,0.0
2022,Bryan,Male,Unknown,0.0
2022,Bryan,Male,More than one race,0.0
2022,Caddo,Male,White,12.0
2022,Caddo,Male,Black or African American,0.0
2022,Caddo,Male,American Indian or Alaska Native,10.0
2022,Caddo,Male,Asian,0.0
2022,Caddo,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Caddo,Male,Other,0.0
2022,Caddo,Male,Unknown,0.0
2022,Caddo,Male,More than one race,0.0
2022,Canadian,Male,White,53.0
2022,Canadian,Male,Black or African American,7.0
2022,Canadian,Male,American Indian or Alaska Native,7.0
2022,Canadian,Male,Asian,0.0
2022,Canadian,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Canadian,Male,Other,0.0
2022,Canadian,Male,Unknown,0.0
2022,Canadian,Male,More than one race,0.0
2022,Carter,Male,White,21.0
2022,Carter,Male,Black or African American,6.0
2022,Carter,Male,American Indian or Alaska Native,0.0
2022,Carter,Male,Asian,0.0
2022,Carter,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Carter,Male,Other,0.0
2022,Carter,Male,Unknown,0.0
2022,Carter,Male,More than one race,0.0
2022,Cherokee,Male,White,11.0
2022,Cherokee,Male,Black or African American,0.0
2022,Cherokee,Male,American Indian or Alaska Native,24.0
2022,Cherokee,Male,Asian,0.0
2022,Cherokee,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Cherokee,Male,Other,0.0
2022,Cherokee,Male,Unknown,0.0
2022,Cherokee,Male,More than one race,5.0
2022,Choctaw,Male,White,6.0
2022,Choctaw,Male,Black or African American,0.0
2022,Choctaw,Male,American Indian or Alaska Native,0.0
2022,Choctaw,Male,Asian,0.0
2022,Choctaw,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Choctaw,Male,Other,0.0
2022,Choctaw,Male,Unknown,0.0
2022,Choctaw,Male,More than one race,0.0
2022,Cimarron,Male,White,0.0
2022,Cimarron,Male,Black or African American,0.0
2022,Cimarron,Male,American Indian or Alaska Native,0.0
2022,Cimarron,Male,Asian,0.0
2022,Cimarron,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Cimarron,Male,Other,0.0
2022,Cimarron,Male,Unknown,0.0
2022,Cimarron,Male,More than one race,0.0
2022,Cleveland,Male,White,124.0
2022,Cleveland,Male,Black or African American,11.0
2022,Cleveland,Male,American Indian or Alaska Native,9.0
2022,Cleveland,Male,Asian,0.0
2022,Cleveland,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Cleveland,Male,Other,5.0
2022,Cleveland,Male,Unknown,0.0
2022,Cleveland,Male,More than one race,11.0
2022,Coal,Male,White,0.0
2022,Coal,Male,Black or African American,0.0
2022,Coal,Male,American Indian or Alaska Native,0.0
2022,Coal,Male,Asian,0.0
2022,Coal,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Coal,Male,Other,0.0
2022,Coal,Male,Unknown,0.0
2022,Coal,Male,More than one race,0.0
2022,Comanche,Male,White,36.0
2022,Comanche,Male,Black or African American,25.0
2022,Comanche,Male,American Indian or Alaska Native,20.0
2022,Comanche,Male,Asian,0.0
2022,Comanche,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Comanche,Male,Other,0.0
2022,Comanche,Male,Unknown,0.0
2022,Comanche,Male,More than one race,0.0
2022,Cotton,Male,White,0.0
2022,Cotton,Male,Black or African American,0.0
2022,Cotton,Male,American Indian or Alaska Native,0.0
2022,Cotton,Male,Asian,0.0
2022,Cotton,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Cotton,Male,Other,0.0
2022,Cotton,Male,Unknown,0.0
2022,Cotton,Male,More than one race,0.0
2022,Craig,Male,White,12.0
2022,Craig,Male,Black or African American,0.0
2022,Craig,Male,American Indian or Alaska Native,0.0
2022,Craig,Male,Asian,0.0
2022,Craig,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Craig,Male,Other,0.0
2022,Craig,Male,Unknown,0.0
2022,Craig,Male,More than one race,0.0
2022,Creek,Male,White,41.0
2022,Creek,Male,Black or African American,0.0
2022,Creek,Male,American Indian or Alaska Native,13.0
2022,Creek,Male,Asian,0.0
2022,Creek,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Creek,Male,Other,0.0
2022,Creek,Male,Unknown,0.0
2022,Creek,Male,More than one race,0.0
2022,Custer,Male,White,13.0
2022,Custer,Male,Black or African American,0.0
2022,Custer,Male,American Indian or Alaska Native,0.0
2022,Custer,Male,Asian,0.0
2022,Custer,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Custer,Male,Other,0.0
2022,Custer,Male,Unknown,0.0
2022,Custer,Male,More than one race,0.0
2022,Delaware,Male,White,18.0
2022,Delaware,Male,Black or African American,0.0
2022,Delaware,Male,American Indian or Alaska Native,14.0
2022,Delaware,Male,Asian,0.0
2022,Delaware,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Delaware,Male,Other,0.0
2022,Delaware,Male,Unknown,0.0
2022,Delaware,Male,More than one race,6.0
2022,Dewey,Male,White,0.0
2022,Dewey,Male,Black or African American,0.0
2022,Dewey,Male,American Indian or Alaska Native,0.0
2022,Dewey,Male,Asian,0.0
2022,Dewey,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Dewey,Male,Other,0.0
2022,Dewey,Male,Unknown,0.0
2022,Dewey,Male,More than one race,0.0
2022,Ellis,Male,White,5.0
2022,Ellis,Male,Black or African American,0.0
2022,Ellis,Male,American Indian or Alaska Native,0.0
2022,Ellis,Male,Asian,0.0
2022,Ellis,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Ellis,Male,Other,0.0
2022,Ellis,Male,Unknown,0.0
2022,Ellis,Male,More than one race,0.0
2022,Garfield,Male,White,32.0
2022,Garfield,Male,Black or African American,0.0
2022,Garfield,Male,American Indian or Alaska Native,0.0
2022,Garfield,Male,Asian,0.0
2022,Garfield,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Garfield,Male,Other,8.0
2022,Garfield,Male,Unknown,0.0
2022,Garfield,Male,More than one race,0.0
2022,Garvin,Male,White,14.0
2022,Garvin,Male,Black or African American,0.0
2022,Garvin,Male,American Indian or Alaska Native,5.0
2022,Garvin,Male,Asian,0.0
2022,Garvin,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Garvin,Male,Other,0.0
2022,Garvin,Male,Unknown,0.0
2022,Garvin,Male,More than one race,0.0
2022,Grady,Male,White,20.0
2022,Grady,Male,Black or African American,0.0
2022,Grady,Male,American Indian or Alaska Native,0.0
2022,Grady,Male,Asian,0.0
2022,Grady,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Grady,Male,Other,0.0
2022,Grady,Male,Unknown,0.0
2022,Grady,Male,More than one race,0.0
2022,Grant,Male,White,0.0
2022,Grant,Male,Black or African American,0.0
2022,Grant,Male,American Indian or Alaska Native,0.0
2022,Grant,Male,Asian,0.0
2022,Grant,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Grant,Male,Other,0.0
2022,Grant,Male,Unknown,0.0
2022,Grant,Male,More than one race,0.0
2022,Greer,Male,White,0.0
2022,Greer,Male,Black or African American,0.0
2022,Greer,Male,American Indian or Alaska Native,0.0
2022,Greer,Male,Asian,0.0
2022,Greer,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Greer,Male,Other,0.0
2022,Greer,Male,Unknown,0.0
2022,Greer,Male,More than one race,0.0
2022,Harmon,Male,White,0.0
2022,Harmon,Male,Black or African American,0.0
2022,Harmon,Male,American Indian or Alaska Native,0.0
2022,Harmon,Male,Asian,0.0
2022,Harmon,Male,Native Hawaiian or Other Pacific Islander,0.0
2022,Harmon,Male,Other,0.0
2022,Harmon,Male,Unknown,0.0
2022,Harmon,Male,More than one race,0.0
2022,Harper,Male,White,0.0
2022,Harper,Male,Black or African American,0.0
2022,Harper,Male,American Indian or Alaska Native,0.0
2022,Harper,Male,Asian,0.0
